spare_pairs,spare_qubits,n,n_pairs,occupancy_of_matching_capacity,occupancy_of_device,seed,optimization_level,repeat,elapsed_since_start_s,n_pairs_required,embedding_feasible,matching_relative_slack,device_qubits,is_bipartite,bipartite_size_a,bipartite_size_b,bipartite_imbalance,max_matching_pairs,perfect_matching_exists,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,cpu_model,platform,python_version,qiskit_version,heavy_hex_distance,gates_per_pair,seed_transpiler
1,2,94,47,0.9791666666666666,0.8173913043478261,2,3,0,3.3267014999983076,47,True,1,115,True,67,48,19,48,False,44.66349999893282,28.1527042388916,0.0,30.16066551208496,0.6303291107854126,28.1527042388916,0.0,0.0,0.0,VF2Layout,28.1527042388916,27,solution found,no better solution found,True,True,141,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
1,2,94,47,0.9791666666666666,0.8173913043478261,2,3,1,3.3742972999989433,47,True,1,115,True,67,48,19,48,False,45.25130000001809,25.772809982299805,0.0,31.694650650024414,0.5695484987677591,25.772809982299805,0.0,0.0,0.0,VF2Layout,25.772809982299805,27,solution found,no better solution found,True,True,141,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,0,3,0,3.5972257999983412,46,True,2,115,True,67,48,19,48,False,45.62099999930069,28.664588928222656,0.0,39.53909873962402,0.6283200484132756,28.664588928222656,0.0,0.0,0.0,VF2Layout,28.664588928222656,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,0,3,1,3.645827199999985,46,True,2,115,True,67,48,19,48,False,43.69810000025609,31.77928924560547,0.0,31.77928924560547,0.7272464762865943,31.77928924560547,0.0,0.0,0.0,VF2Layout,31.77928924560547,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,1,3,0,3.861885299998903,46,True,2,115,True,67,48,19,48,False,44.54199999963748,27.89473533630371,0.0,38.38086128234863,0.6262569111519631,27.89473533630371,0.0,0.0,0.0,VF2Layout,27.89473533630371,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,1,3,1,3.9093086999982916,46,True,2,115,True,67,48,19,48,False,44.35300000113784,28.502225875854492,0.0,36.574363708496094,0.6426222775262843,27.4960994720459,0.0,0.0,0.0,VF2Layout,27.4960994720459,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,2,3,0,4.128546299998561,46,True,2,115,True,67,48,19,48,False,43.999199999234406,27.910232543945312,0.0,36.87238693237305,0.6343350002825269,27.910232543945312,0.0,0.0,0.0,VF2Layout,27.910232543945312,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
2,4,92,46,0.9583333333333334,0.8,2,3,1,4.175513599999249,46,True,2,115,True,67,48,19,48,False,43.1072999999742,28.284788131713867,0.0,34.69061851501465,0.6561484512305524,27.28557586669922,0.0,0.0,0.0,VF2Layout,27.28557586669922,27,solution found,no better solution found,True,True,138,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
4,8,88,44,0.9166666666666666,0.7652173913043478,0,3,0,4.390707399999883,44,True,4,115,True,67,48,19,48,False,49.33639999944717,32.442569732666016,0.0,40.7872200012207,0.6575787802318278,31.44216537475586,0.0,0.0,0.0,VF2Layout,31.44216537475586,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
4,8,88,44,0.9166666666666666,0.7652173913043478,0,3,1,4.442864599999666,44,True,4,115,True,67,48,19,48,False,46.83090000071388,32.3636531829834,0.0,38.91777992248535,0.6910747643647688,31.358718872070312,0.0,1.004934310913086,0.0,VF2Layout,31.358718872070312,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
4,8,88,44,0.9166666666666666,0.7652173913043478,1,3,0,4.660439599998426,44,True,4,115,True,67,48,19,48,False,50.582800000483985,40.45391082763672,0.0,45.31502723693848,0.7997562576063335,39.438486099243164,0.0,1.0154247283935547,0.0,VF2Layout,39.438486099243164,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
4,8,88,44,0.9166666666666666,0.7652173913043478,1,3,1,4.713884399998278,44,True,4,115,True,67,48,19,48,False,46.72799999934796,25.37059783935547,0.0,32.09733963012695,0.542942086965192,25.37059783935547,0.0,0.0,0.0,VF2Layout,25.37059783935547,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
4,8,88,44,0.9166666666666666,0.7652173913043478,2,3,0,4.938912799998434,44,True,4,115,True,67,48,19,48,False,47.55220000151894,31.872034072875977,0.0,31.872034072875977,0.6702536175373148,31.872034072875977,0.0,0.0,0.0,VF2Layout,31.872034072875977,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
4,8,88,44,0.9166666666666666,0.7652173913043478,2,3,1,4.989281999998639,44,True,4,115,True,67,48,19,48,False,48.59840000062832,31.81767463684082,0.0,31.81767463684082,0.6547062174151712,31.81767463684082,0.0,0.0,0.0,VF2Layout,31.81767463684082,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,0,3,0,5.19961499999954,40,True,8,115,True,67,48,19,48,False,46.614800001407275,33.17141532897949,0.0,41.97239875793457,0.7116069430304982,33.17141532897949,0.0,0.0,0.0,VF2Layout,33.17141532897949,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,0,3,1,5.248782999999094,40,True,8,115,True,67,48,19,48,False,45.398199999908684,31.10480308532715,0.0,31.10480308532715,0.6851549859992183,31.10480308532715,0.0,0.0,0.0,VF2Layout,31.10480308532715,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,1,3,0,5.453567099999418,40,True,8,115,True,67,48,19,48,False,45.84470000008878,31.37826919555664,0.0,39.389610290527344,0.6844470395813665,30.378341674804688,0.0,0.0,0.0,VF2Layout,30.378341674804688,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,1,3,1,5.501979499998924,40,True,8,115,True,67,48,19,48,False,45.109999999112915,31.017780303955078,0.0,38.15650939941406,0.6876031989484602,31.017780303955078,0.0,0.0,0.0,VF2Layout,31.017780303955078,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,2,3,0,5.705466299999898,40,True,8,115,True,67,48,19,48,False,47.834400000283495,32.03749656677246,0.0,34.043312072753906,0.6697585120035495,32.03749656677246,0.0,0.0,0.0,VF2Layout,32.03749656677246,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,2,3,1,5.755869099999472,40,True,8,115,True,67,48,19,48,False,46.759700000620796,16.757488250732422,0.0,35.45403480529785,0.3583745885989419,16.757488250732422,0.0,0.0,0.0,VF2Layout,16.757488250732422,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,0,3,0,5.937679099999514,32,True,16,115,True,67,48,19,48,False,47.234499999831314,31.61168098449707,0.0,35.3848934173584,0.6692498276600782,31.61168098449707,0.0,0.0,0.0,VF2Layout,31.61168098449707,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,0,3,1,5.988357799998994,32,True,16,115,True,67,48,19,48,False,46.15170000033686,31.728029251098633,0.0,31.728029251098633,0.687472601244744,31.728029251098633,0.0,0.0,0.0,VF2Layout,31.728029251098633,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,1,3,0,6.1671440999998595,32,True,16,115,True,67,48,19,48,False,44.563299999936135,31.558752059936523,0.0,45.404672622680664,0.7081780761295001,31.558752059936523,0.0,0.0,0.0,VF2Layout,31.558752059936523,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,1,3,1,6.213863899998614,32,True,16,115,True,67,48,19,48,False,45.39930000100867,36.992788314819336,0.0,39.000511169433594,0.8148316893431714,20.965099334716797,0.0,16.02768898010254,0.0,VF2Layout,20.965099334716797,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,2,3,0,6.39210169999933,32,True,16,115,True,67,48,19,48,False,45.044399999824236,35.48574447631836,0.0,35.48574447631836,0.7877948085990006,35.48574447631836,0.0,0.0,0.0,VF2Layout,35.48574447631836,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,2,3,1,6.4392619999998715,32,True,16,115,True,67,48,19,48,False,45.14240000025893,34.98363494873047,0.0,36.99946403503418,0.7749617864475483,34.98363494873047,0.0,0.0,0.0,VF2Layout,34.98363494873047,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
