arm,spare_pairs,spare_qubits,n,n_pairs,occupancy_of_matching_capacity,occupancy_of_device,seed,optimization_level,repeat,elapsed_since_start_s,n_pairs_required,embedding_feasible,matching_relative_slack,device_qubits,is_bipartite,bipartite_size_a,bipartite_size_b,bipartite_imbalance,max_matching_pairs,perfect_matching_exists,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,cpu_model,platform,python_version,qiskit_version,device,device_qubits_total,gates_per_pair,seed_transpiler
no_errors,0,0,112,56,1.0,0.8421052631578947,2,3,0,2.8607121000004554,56,True,0,133,True,56,77,21,56,False,49.542699998710304,25.43783187866211,0.0,31.617164611816406,0.5134526757589778,25.43783187866211,0.0,0.0,0.0,VF2Layout,25.43783187866211,26,solution found,no better solution found,True,True,168,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,0,0,112,56,1.0,0.8421052631578947,2,3,1,2.914094200001273,56,True,0,133,True,56,77,21,56,False,48.9806999994471,31.530380249023438,0.0,49.30853843688965,0.6437306990177633,31.530380249023438,0.0,0.0,0.0,VF2Layout,31.530380249023438,26,solution found,no better solution found,True,True,168,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,0,3,0,3.2884286000007705,55,True,1,133,True,56,77,21,56,False,185.8857999995962,162.1391773223877,0.0,181.90503120422363,0.8722515508056017,24.648666381835938,0.0,137.49051094055176,0.0,VF2PostLayout,137.49051094055176,27,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,0,3,1,3.4789931000013894,55,True,1,133,True,56,77,21,56,False,170.1094000000012,159.28411483764648,0.0,163.76948356628418,0.9363628043932044,35.34245491027832,0.0,123.94165992736816,0.0,VF2PostLayout,123.94165992736816,27,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,0,3,0,3.7078065000005154,55,True,1,133,True,56,77,21,56,False,49.631699999736156,37.91356086730957,0.0,41.913747787475586,0.7638980906862171,29.569625854492188,0.0,8.343935012817383,0.0,VF2Layout,29.569625854492188,26,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,0,3,1,3.761361599999873,55,True,1,133,True,56,77,21,56,False,50.19139999967592,23.517608642578125,0.0,31.466007232666016,0.468558530798702,23.517608642578125,0.0,0.0,0.0,VF2Layout,23.517608642578125,26,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,1,3,0,4.161524400000417,55,True,1,133,True,56,77,21,56,False,179.20600000070408,160.20655632019043,0.0,171.30160331726074,0.8939798685287379,32.68313407897949,0.0,127.52342224121094,0.0,VF2PostLayout,127.52342224121094,27,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,1,3,1,4.344701100000748,55,True,1,133,True,56,77,21,56,False,180.39689999932307,135.17308235168457,0.0,172.93381690979004,0.7493093415252247,16.02482795715332,0.0,119.14825439453125,0.0,VF2PostLayout,119.14825439453125,27,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,1,3,0,4.582610200001,55,True,1,133,True,56,77,21,56,False,51.572700000178884,26.377439498901367,0.0,31.440019607543945,0.5114612866654232,26.377439498901367,0.0,0.0,0.0,VF2Layout,26.377439498901367,26,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,1,3,1,4.6380422000002,55,True,1,133,True,56,77,21,56,False,59.491599999091704,31.63909912109375,0.0,54.659366607666016,0.5318246461950393,31.63909912109375,0.0,0.0,0.0,VF2Layout,31.63909912109375,26,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,2,3,0,5.0216603000008035,55,True,1,133,True,56,77,21,56,False,169.48910000064643,145.3089714050293,0.0,171.78726196289062,0.8573351997531115,18.778324127197266,0.0,126.53064727783203,0.0,VF2PostLayout,126.53064727783203,27,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,2,3,1,5.195134200001121,55,True,1,133,True,56,77,21,56,False,172.9897000004712,160.40301322937012,0.0,173.45118522644043,0.9272402531996599,31.401872634887695,0.0,129.00114059448242,0.0,VF2PostLayout,129.00114059448242,27,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,2,3,0,5.4242393000004085,55,True,1,133,True,56,77,21,56,False,48.97239999991143,16.10112190246582,0.0,47.8520393371582,0.32877951463467053,16.10112190246582,0.0,0.0,0.0,VF2Layout,16.10112190246582,26,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,1,2,110,55,0.9821428571428571,0.8270676691729323,2,3,1,5.477085700000316,55,True,1,133,True,56,77,21,56,False,50.03729999953066,35.859107971191406,0.0,40.1608943939209,0.7166475403654425,33.85615348815918,0.0,0.0,0.0,VF2Layout,33.85615348815918,26,solution found,no better solution found,True,True,165,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,0,3,0,5.862483000000793,54,True,2,133,True,56,77,21,56,False,170.2052000000549,150.7890224456787,0.0,164.6862030029297,0.8859248862292696,25.053739547729492,0.0,125.73528289794922,0.0,VF2PostLayout,125.73528289794922,27,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,0,3,1,6.036690800001452,54,True,2,133,True,56,77,21,56,False,179.04810000072757,155.96461296081543,0.0,173.88606071472168,0.8710766155026591,22.191524505615234,0.0,133.7730884552002,0.0,VF2PostLayout,133.7730884552002,27,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,0,3,0,6.274822100000165,54,True,2,133,True,56,77,21,56,False,51.10370000147668,31.475305557250977,0.0,35.22682189941406,0.6159105026904407,31.475305557250977,0.0,0.0,0.0,VF2Layout,31.475305557250977,26,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,0,3,1,6.329745500001081,54,True,2,133,True,56,77,21,56,False,51.6552999997657,35.392045974731445,0.0,43.67947578430176,0.6851580762262919,34.3930721282959,0.0,0.0,0.0,VF2Layout,34.3930721282959,26,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,1,3,0,6.716847700001381,54,True,2,133,True,56,77,21,56,False,172.86539999986417,152.02760696411133,0.0,167.80924797058105,0.8794565422822079,25.91562271118164,0.0,126.11198425292969,0.0,VF2PostLayout,126.11198425292969,27,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,1,3,1,6.893850700000257,54,True,2,133,True,56,77,21,56,False,173.2424000001629,146.48771286010742,0.0,157.9611301422119,0.8455650167624651,35.28952598571777,0.0,111.19818687438965,0.0,VF2PostLayout,111.19818687438965,27,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,1,3,0,7.1234598999999434,54,True,2,133,True,56,77,21,56,False,51.9192000010662,31.90326690673828,0.0,47.90639877319336,0.6144791696729365,31.90326690673828,0.0,0.0,0.0,VF2Layout,31.90326690673828,26,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,1,3,1,7.179129900001499,54,True,2,133,True,56,77,21,56,False,52.83640000016021,31.44216537475586,0.0,47.301292419433594,0.5950853081334179,31.44216537475586,0.0,0.0,0.0,VF2Layout,31.44216537475586,26,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,2,3,0,7.54882600000019,54,True,2,133,True,56,77,21,56,False,166.35069999938423,158.42175483703613,0.0,158.42175483703613,0.9523359675530223,35.6442928314209,0.0,122.77746200561523,0.0,VF2PostLayout,122.77746200561523,27,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,2,3,1,7.719049500001347,54,True,2,133,True,56,77,21,56,False,170.6878000004508,159.14249420166016,0.0,174.96418952941895,0.9323600995574367,31.95476531982422,0.0,127.18772888183594,0.0,VF2PostLayout,127.18772888183594,27,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,2,3,0,7.948118899999827,54,True,2,133,True,56,77,21,56,False,47.65340000085416,15.355348587036133,0.0,23.5598087310791,0.32222986369830686,15.355348587036133,0.0,0.0,0.0,VF2Layout,15.355348587036133,26,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,2,4,108,54,0.9642857142857143,0.8120300751879699,2,3,1,7.999584900000627,54,True,2,133,True,56,77,21,56,False,54.67029999999795,47.25909233093262,0.0,47.25909233093262,0.864438137909146,31.518220901489258,0.0,15.74087142944336,0.0,VF2Layout,31.518220901489258,26,solution found,no better solution found,True,True,162,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,0,3,0,8.379039999999804,52,True,4,133,True,56,77,21,56,False,179.41920000157552,153.9938449859619,0.0,171.47064208984375,0.858290779273398,24.202585220336914,0.0,129.791259765625,0.0,VF2PostLayout,129.791259765625,27,solution found,solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,0,3,1,8.562242800000604,52,True,4,133,True,56,77,21,56,False,176.25600000064878,161.15546226501465,0.0,176.82147026062012,0.9143261067108153,31.810998916625977,0.0,129.34446334838867,0.0,VF2PostLayout,129.34446334838867,27,solution found,solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,0,3,0,8.800237200000993,52,True,4,133,True,56,77,21,56,False,55.8221000010235,31.976938247680664,0.0,45.578718185424805,0.572836533328097,31.976938247680664,0.0,0.0,0.0,VF2Layout,31.976938247680664,26,solution found,no better solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,0,3,1,8.860970100000486,52,True,4,133,True,56,77,21,56,False,52.8636999988521,31.494617462158203,0.0,47.55878448486328,0.5957702064524824,31.494617462158203,0.0,0.0,0.0,VF2Layout,31.494617462158203,26,solution found,no better solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,1,3,0,9.232562000001053,52,True,4,133,True,56,77,21,56,False,176.23570000068867,160.40420532226562,0.0,173.4316349029541,0.9101686282724716,30.62129020690918,0.0,127.77185440063477,0.0,VF2PostLayout,127.77185440063477,27,solution found,solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,1,3,1,9.41253880000113,52,True,4,133,True,56,77,21,56,False,175.9665000008681,150.543212890625,0.0,166.6243076324463,0.8555220049832344,31.714439392089844,0.0,118.82877349853516,0.0,VF2PostLayout,118.82877349853516,27,solution found,solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,1,3,0,9.646084200001496,52,True,4,133,True,56,77,21,56,False,53.25330000050599,32.160282135009766,0.0,44.821739196777344,0.6039115347725718,32.160282135009766,0.0,0.0,0.0,VF2Layout,32.160282135009766,26,solution found,no better solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,1,3,1,9.703037600000243,52,True,4,133,True,56,77,21,56,False,55.336999999781256,37.44053840637207,0.0,39.46495056152344,0.676591401892406,37.44053840637207,0.0,0.0,0.0,VF2Layout,37.44053840637207,26,solution found,no better solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,2,3,0,10.091378900000564,52,True,4,133,True,56,77,21,56,False,178.17250000007334,152.73737907409668,0.0,175.23550987243652,0.8572444068194239,25.4058837890625,0.0,127.33149528503418,0.0,VF2PostLayout,127.33149528503418,27,solution found,solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,2,3,1,10.273273500000869,52,True,4,133,True,56,77,21,56,False,179.32069999915257,169.51274871826172,0.0,185.5480670928955,0.9453049688020557,31.73089027404785,0.0,137.78185844421387,0.0,VF2PostLayout,137.78185844421387,27,solution found,solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,2,3,0,10.509423900000911,52,True,4,133,True,56,77,21,56,False,52.283899998656125,31.79454803466797,0.0,47.51157760620117,0.6081135499739919,31.79454803466797,0.0,0.0,0.0,VF2Layout,31.79454803466797,26,solution found,no better solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
no_errors,4,8,104,52,0.9285714285714286,0.7819548872180451,2,3,1,10.565383200000724,52,True,4,133,True,56,77,21,56,False,50.83310000009078,40.761470794677734,0.0,40.761470794677734,0.8018686799468248,40.761470794677734,0.0,0.0,0.0,VF2Layout,40.761470794677734,26,solution found,no better solution found,True,True,156,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,0,3,0,10.930721100001392,48,True,8,133,True,56,77,21,56,False,188.57949999983248,186.5234375,0.0,186.5234375,0.9890971049354023,31.774282455444336,0.0,154.74915504455566,0.0,VF2PostLayout,154.74915504455566,27,solution found,solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
with_errors,8,16,96,48,0.8571428571428571,0.7218045112781954,0,3,1,11.122747700001128,48,True,8,133,True,56,77,21,56,False,187.7561000001151,161.88788414001465,0.0,173.1736660003662,0.8622243652265646,33.56313705444336,0.0,128.3247470855713,0.0,VF2PostLayout,128.3247470855713,27,solution found,solution found,True,True,144,19,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,FakeTorino,133,20,42
