spare_pairs,spare_qubits,n,n_pairs,occupancy_of_matching_capacity,occupancy_of_device,seed,optimization_level,repeat,elapsed_since_start_s,n_pairs_required,embedding_feasible,matching_relative_slack,device_qubits,is_bipartite,bipartite_size_a,bipartite_size_b,bipartite_imbalance,max_matching_pairs,perfect_matching_exists,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,cpu_model,platform,python_version,qiskit_version,heavy_hex_distance,gates_per_pair,seed_transpiler
4,8,88,44,0.9166666666666666,0.7652173913043478,2,3,0,4.965116100000159,44,True,4,115,True,67,48,19,48,False,49.21009999998205,28.749465942382812,0.0,33.05363655090332,0.5842188075698546,28.749465942382812,0.0,0.0,0.0,VF2Layout,28.749465942382812,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
4,8,88,44,0.9166666666666666,0.7652173913043478,2,3,1,5.017230299999937,44,True,4,115,True,67,48,19,48,False,47.25959999996121,29.43563461303711,0.0,36.91911697387695,0.6228498466567908,29.43563461303711,0.0,0.0,0.0,VF2Layout,29.43563461303711,27,solution found,no better solution found,True,True,132,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,0,3,0,5.223482900000818,40,True,8,115,True,67,48,19,48,False,48.10939999879338,26.404619216918945,0.0,42.520761489868164,0.548845323732601,26.404619216918945,0.0,0.0,0.0,VF2Layout,26.404619216918945,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,0,3,1,5.274188699999286,40,True,8,115,True,67,48,19,48,False,46.17089999919699,31.562328338623047,0.0,47.59097099304199,0.6835978579402173,31.562328338623047,0.0,0.0,0.0,VF2Layout,31.562328338623047,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,1,3,0,5.478291999999783,40,True,8,115,True,67,48,19,48,False,47.06669999904989,35.44282913208008,0.0,35.44282913208008,0.7530340799927665,35.44282913208008,0.0,0.0,0.0,VF2Layout,35.44282913208008,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,1,3,1,5.527898700000151,40,True,8,115,True,67,48,19,48,False,47.703700000056415,35.08901596069336,0.0,35.08901596069336,0.7355617270914386,35.08901596069336,0.0,0.0,0.0,VF2Layout,35.08901596069336,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,2,3,0,5.739911599999687,40,True,8,115,True,67,48,19,48,False,54.29800000092655,30.253171920776367,0.0,36.56005859375,0.5571691760333737,30.253171920776367,0.0,0.0,0.0,VF2Layout,30.253171920776367,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
8,16,80,40,0.8333333333333334,0.6956521739130435,2,3,1,5.7968209000009665,40,True,8,115,True,67,48,19,48,False,50.159599999460625,31.801700592041016,0.0,31.801700592041016,0.6340102511260653,31.801700592041016,0.0,0.0,0.0,VF2Layout,31.801700592041016,27,solution found,no better solution found,True,True,120,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,0,3,0,5.985034900000755,32,True,16,115,True,67,48,19,48,False,44.28170000028331,21.84605598449707,0.0,24.846792221069336,0.49334275749027934,21.84605598449707,0.0,0.0,0.0,VF2Layout,21.84605598449707,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,0,3,1,6.031453800000236,32,True,16,115,True,67,48,19,48,False,47.860799999398296,38.57278823852539,0.0,45.72772979736328,0.8059369721987582,22.870540618896484,0.0,15.702247619628906,0.0,VF2Layout,22.870540618896484,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,1,3,0,6.215874199999234,32,True,16,115,True,67,48,19,48,False,45.85170000063954,31.464338302612305,0.0,46.58985137939453,0.6862196669299817,31.464338302612305,0.0,0.0,0.0,VF2Layout,31.464338302612305,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,1,3,1,6.263805300000968,32,True,16,115,True,67,48,19,48,False,44.87210000115738,31.531095504760742,0.0,47.19233512878418,0.7026882072367343,31.531095504760742,0.0,0.0,0.0,VF2Layout,31.531095504760742,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,2,3,0,6.443536900000254,32,True,16,115,True,67,48,19,48,False,46.4879999999539,31.63743019104004,0.0,31.63743019104004,0.6805504687461584,31.63743019104004,0.0,0.0,0.0,VF2Layout,31.63743019104004,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
16,32,64,32,0.6666666666666666,0.5565217391304348,2,3,1,6.492062900000747,32,True,16,115,True,67,48,19,48,False,44.58920000070066,34.029245376586914,0.0,34.029245376586914,0.7631723685567848,34.029245376586914,0.0,0.0,0.0,VF2Layout,34.029245376586914,27,solution found,no better solution found,True,True,96,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel","Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,7,20,42
