family,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
random_regular,63,3,0,42,1.0,21,0,3,0,89.77139159999933,21,21,True,True,0,30.314100000396138,13.111591339111328,0.0,22.38941192626953,0.4325245129804279,8.11004638671875,4.001617431640625,0.9999275207519531,0.0,VF2Layout,8.11004638671875,25,nonexistent solution,no better solution found,True,True,318,213,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,63,3,0,42,1.0,21,0,3,1,89.80574499999784,21,21,True,True,0,29.619900000398047,14.540910720825195,0.0,22.270679473876953,0.49091694167197686,7.540225982666016,4.997491836547852,2.003192901611328,0.0,VF2Layout,7.540225982666016,25,nonexistent solution,no better solution found,True,True,318,213,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,63,3,0,42,1.0,21,1,3,0,90.06424409999818,21,21,True,True,0,33.99850000278093,19.124269485473633,0.0,21.1331844329834,0.5625033305560349,15.223503112792969,3.900766372680664,0.0,0.0,VF2Layout,15.223503112792969,25,nonexistent solution,no better solution found,True,True,336,221,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,63,3,0,42,1.0,21,1,3,1,90.1026071999986,21,21,True,True,0,33.45379999882425,19.1648006439209,0.0,24.72543716430664,0.5728736539524495,12.753486633300781,6.411314010620117,0.0,0.0,VF2Layout,12.753486633300781,25,nonexistent solution,no better solution found,True,True,336,221,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,63,3,0,42,1.0,21,2,3,0,90.35778269999719,21,21,True,True,0,20.777199999429286,3.925323486328125,0.0,16.08562469482422,0.18892456569874416,0.0,3.925323486328125,0.0,0.0,CommutativeCancellation,10.666370391845703,25,nonexistent solution,no better solution found,True,True,318,150,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,63,3,0,42,1.0,21,2,3,1,90.38281519999873,21,21,True,True,0,20.740500000101747,8.150815963745117,0.0,12.664318084716797,0.3929903311735557,0.0,8.150815963745117,0.0,0.0,SabreLayout,8.150815963745117,25,nonexistent solution,no better solution found,True,True,318,150,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,41,41,0,42,1.0,21,0,3,0,90.55521969999972,21,21,True,True,0,21.07579999938025,0.7860660552978516,0.0,12.226581573486328,0.03729709217780423,0.0,0.7860660552978516,0.0,0.0,Split2QUnitaries,11.440515518188477,25,nonexistent solution,no better solution found,True,True,201,616,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,41,41,0,42,1.0,21,0,3,1,90.57890409999891,21,21,True,True,0,24.283200000354555,0.0,0.0,16.281604766845703,0.0,0.0,0.0,0.0,0.0,BasisTranslator,14.91093635559082,25,nonexistent solution,no better solution found,True,True,201,616,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,41,41,0,42,1.0,21,1,3,0,90.76331509999727,21,21,True,True,0,20.551900001009926,0.0,0.0,6.245613098144531,0.0,0.0,0.0,0.0,0.0,InverseCancellation,3.126859664916992,25,nonexistent solution,no better solution found,True,True,201,616,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,41,41,0,42,1.0,21,1,3,1,90.78660169999785,21,21,True,True,0,19.41879999867524,5.416154861450195,0.0,10.365962982177734,0.27891295352028384,0.0,0.0,5.416154861450195,0.0,VF2PostLayout,5.416154861450195,25,nonexistent solution,no better solution found,True,True,201,616,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,41,41,0,42,1.0,21,2,3,0,90.95827469999858,21,21,True,True,0,20.470200001000194,6.91533088684082,0.0,20.209550857543945,0.337824295146258,0.0,0.9443759918212891,5.970954895019531,0.0,ConsolidateBlocks,11.288881301879883,25,nonexistent solution,no better solution found,True,True,201,616,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,41,41,0,42,1.0,21,2,3,1,90.98134539999955,21,21,True,True,0,19.598599999881117,7.581472396850586,0.0,13.914346694946289,0.3868374474144365,0.0,0.0,7.581472396850586,0.0,VF2PostLayout,7.581472396850586,25,nonexistent solution,no better solution found,True,True,201,616,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,1,41,0.9761904761904762,20,0,3,0,91.08722809999745,21,20,True,True,1,22.80640000026324,7.953405380249023,0.0,7.953405380249023,0.34873567858834464,7.953405380249023,0.0,0.0,0.0,VF2Layout,7.953405380249023,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,1,41,0.9761904761904762,20,0,3,1,91.1114035999999,21,20,True,True,1,23.082699997758027,12.37630844116211,0.0,33.209800720214844,0.5361724773256246,12.37630844116211,0.0,0.0,0.0,HighLevelSynthesis,15.665531158447266,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,1,41,0.9761904761904762,20,1,3,0,91.22004389999711,21,20,True,True,1,23.172400000476046,15.469789505004883,0.0,15.469789505004883,0.6675954801698174,15.469789505004883,0.0,0.0,0.0,VF2Layout,15.469789505004883,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,1,41,0.9761904761904762,20,1,3,1,91.24456849999842,21,20,True,True,1,24.88929999890388,12.080669403076172,0.0,18.21589469909668,0.4853760211660514,12.080669403076172,0.0,0.0,0.0,VF2Layout,12.080669403076172,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,1,41,0.9761904761904762,20,2,3,0,91.35672639999757,21,20,True,True,1,20.999899999878835,11.986494064331055,0.0,14.983177185058594,0.5707881496769134,11.986494064331055,0.0,0.0,0.0,VF2Layout,11.986494064331055,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,1,41,0.9761904761904762,20,2,3,1,91.37919679999686,21,20,True,True,1,28.261399998882553,13.745546340942383,0.0,20.747900009155273,0.4863717417214249,13.745546340942383,0.0,0.0,0.0,VF2Layout,13.745546340942383,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,40,2,1,41,0.9761904761904762,20,0,3,0,91.6312356999988,21,20,True,True,1,40.55369999696268,17.750978469848633,0.0,27.814865112304688,0.4377153865412556,17.750978469848633,0.0,0.0,0.0,VF2Layout,17.750978469848633,26,solution found,no better solution found,True,True,120,445,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,40,2,1,41,0.9761904761904762,20,0,3,1,91.67562869999892,21,20,True,True,1,37.79969999959576,14.711380004882812,0.0,14.711380004882812,0.38919303605690364,14.711380004882812,0.0,0.0,0.0,VF2Layout,14.711380004882812,26,solution found,no better solution found,True,True,120,445,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,40,2,1,41,0.9761904761904762,20,1,3,0,91.87704879999728,21,20,True,True,1,32.4216000008164,16.66402816772461,0.0,20.487308502197266,0.5139792042127779,16.66402816772461,0.0,0.0,0.0,VF2Layout,16.66402816772461,26,solution found,no better solution found,True,True,120,445,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,40,2,1,41,0.9761904761904762,20,1,3,1,91.9116815999987,21,20,True,True,1,32.42020000107004,16.96181297302246,0.0,16.96181297302246,0.5231865618491751,16.96181297302246,0.0,0.0,0.0,VF2Layout,16.96181297302246,26,solution found,no better solution found,True,True,120,445,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,40,2,1,41,0.9761904761904762,20,2,3,0,92.09983199999988,21,20,True,True,1,32.083600002806634,16.843795776367188,0.0,16.843795776367188,0.5249970631379806,16.843795776367188,0.0,0.0,0.0,VF2Layout,16.843795776367188,26,solution found,no better solution found,True,True,120,445,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,40,2,1,41,0.9761904761904762,20,2,3,1,92.13439699999799,21,20,True,True,1,31.666999999288237,22.387027740478516,0.0,31.912565231323242,0.7069513291749044,22.387027740478516,0.0,0.0,0.0,VF2Layout,22.387027740478516,26,solution found,no better solution found,True,True,120,445,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,60,3,1,41,0.9761904761904762,20,0,3,0,92.3987993999981,21,20,True,True,1,32.95799999978044,23.621559143066406,0.0,23.621559143066406,0.7167170078045928,16.98589324951172,6.6356658935546875,0.0,0.0,VF2Layout,16.98589324951172,25,nonexistent solution,no better solution found,True,True,324,238,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,60,3,1,41,0.9761904761904762,20,0,3,1,92.43640029999733,21,20,True,True,1,32.92240000155289,27.069091796875,0.0,32.411813735961914,0.8222089457511664,23.234844207763672,3.834247589111328,0.0,0.0,VF2Layout,23.234844207763672,25,nonexistent solution,no better solution found,True,True,324,238,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,60,3,1,41,0.9761904761904762,20,1,3,0,92.74055379999845,21,20,True,True,1,77.02109999809181,58.182477951049805,0.0,74.462890625,0.75540959493556,50.45318603515625,7.389068603515625,0.3402233123779297,0.0,VF2Layout,50.45318603515625,25,nonexistent solution,no better solution found,True,True,294,150,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,60,3,1,41,0.9761904761904762,20,1,3,1,92.82178089999798,21,20,True,True,1,84.76980000341428,83.10246467590332,0.0,83.10246467590332,0.9803310220450703,66.88928604125977,12.541532516479492,3.6716461181640625,0.0,VF2Layout,66.88928604125977,25,nonexistent solution,no better solution found,True,True,294,150,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,60,3,1,41,0.9761904761904762,20,2,3,0,93.11178029999792,21,20,True,True,1,20.97180000055232,8.00323486328125,0.0,14.79029655456543,0.38161888169210434,0.0,8.00323486328125,0.0,0.0,SabreLayout,8.00323486328125,25,nonexistent solution,no better solution found,True,True,297,139,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,60,3,1,41,0.9761904761904762,20,2,3,1,93.13690519999727,21,20,True,True,1,23.830199999792967,18.342256546020508,0.0,24.252891540527344,0.76970636193485,0.0,18.342256546020508,0.0,0.0,SabreLayout,18.342256546020508,25,nonexistent solution,no better solution found,True,True,297,139,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,40,40,1,41,0.9761904761904762,20,0,3,0,93.35611379999682,21,20,True,True,1,65.32570000126725,42.299747467041016,0.0,59.34596061706543,0.6475207684911213,0.0,7.255077362060547,35.04467010498047,0.0,VF2PostLayout,35.04467010498047,25,nonexistent solution,no better solution found,True,True,210,591,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,40,40,1,41,0.9761904761904762,20,0,3,1,93.42402399999992,21,20,True,True,1,67.7058000001125,50.35257339477539,0.0,67.11935997009277,0.743696601985232,0.0,0.0,50.35257339477539,0.0,VF2PostLayout,50.35257339477539,25,nonexistent solution,no better solution found,True,True,210,591,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,40,40,1,41,0.9761904761904762,20,1,3,0,93.68768669999918,21,20,True,True,1,71.36090000130935,52.12092399597168,0.0,66.39337539672852,0.7303849025869258,0.0,1.9872188568115234,50.133705139160156,0.0,VF2PostLayout,50.133705139160156,25,nonexistent solution,no better solution found,True,True,210,591,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,40,40,1,41,0.9761904761904762,20,1,3,1,93.76161419999698,21,20,True,True,1,66.36069999876781,50.0483512878418,0.0,50.0483512878418,0.754186608772528,0.0,0.0,50.0483512878418,0.0,VF2PostLayout,50.0483512878418,25,nonexistent solution,no better solution found,True,True,210,591,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,40,40,1,41,0.9761904761904762,20,2,3,0,94.02715840000019,21,20,True,True,1,67.51749999966705,50.746917724609375,0.0,52.02507972717285,0.751611326320726,0.0,0.0,50.746917724609375,0.0,VF2PostLayout,50.746917724609375,25,nonexistent solution,no better solution found,True,True,210,591,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
ghz_star,40,40,1,41,0.9761904761904762,20,2,3,1,94.09882559999824,21,20,True,True,1,68.43750000189175,58.95638465881348,0.0,65.42396545410156,0.8614631548081652,0.0,0.0,58.95638465881348,0.0,VF2PostLayout,58.95638465881348,25,nonexistent solution,no better solution found,True,True,210,591,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,2,40,0.9523809523809523,20,0,3,0,94.25451019999673,21,20,True,True,1,25.95579999979236,7.366180419921875,0.0,7.366180419921875,0.28379708658491754,7.366180419921875,0.0,0.0,0.0,VF2Layout,7.366180419921875,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,2,40,0.9523809523809523,20,0,3,1,94.28184489999694,21,20,True,True,1,22.165300000779098,17.023324966430664,0.0,17.023324966430664,0.7680168987485982,17.023324966430664,0.0,0.0,0.0,VF2Layout,17.023324966430664,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,2,40,0.9523809523809523,20,1,3,0,94.39682389999871,21,20,True,True,1,22.122700000181794,14.42098617553711,0.0,16.942501068115234,0.6518637496968546,14.42098617553711,0.0,0.0,0.0,VF2Layout,14.42098617553711,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,2,40,0.9523809523809523,20,1,3,1,94.4203798999988,21,20,True,True,1,22.495799999887822,16.30401611328125,0.0,16.30401611328125,0.7247582265739628,16.30401611328125,0.0,0.0,0.0,VF2Layout,16.30401611328125,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,2,40,0.9523809523809523,20,2,3,0,94.53084419999868,21,20,True,True,1,22.83499999975902,15.41757583618164,0.0,16.245126724243164,0.6751730166999932,0.0,0.0,0.0,0.0,ApplyLayout,15.41757583618164,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
dense_pairs,20,1,2,40,0.9523809523809523,20,2,3,1,94.55507829999988,21,20,True,True,1,21.322299999155803,6.948947906494141,0.0,16.926050186157227,0.32590048478678496,6.948947906494141,0.0,0.0,0.0,RemoveIdentityEquivalent,9.977102279663086,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,39,2,2,40,0.9523809523809523,20,0,3,0,94.79953559999922,21,20,True,True,1,34.75629999957164,16.94011688232422,0.0,33.684730529785156,0.48739701529026397,16.94011688232422,0.0,0.0,0.0,VF2Layout,16.94011688232422,26,solution found,no better solution found,True,True,117,434,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,39,2,2,40,0.9523809523809523,20,0,3,1,94.83646539999972,21,20,True,True,1,36.535799998091534,33.38932991027832,0.0,33.38932991027832,0.9138798086266738,33.38932991027832,0.0,0.0,0.0,VF2Layout,33.38932991027832,26,solution found,no better solution found,True,True,117,434,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,39,2,2,40,0.9523809523809523,20,1,3,0,95.02802469999733,21,20,True,True,1,33.00979999767151,17.017364501953125,0.0,17.628192901611328,0.5155246170274743,17.017364501953125,0.0,0.0,0.0,VF2Layout,17.017364501953125,26,solution found,no better solution found,True,True,117,434,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,39,2,2,40,0.9523809523809523,20,1,3,1,95.06316059999881,21,20,True,True,1,32.526099999813596,16.735553741455078,0.0,16.735553741455078,0.5145269104365721,16.735553741455078,0.0,0.0,0.0,VF2Layout,16.735553741455078,26,solution found,no better solution found,True,True,117,434,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,39,2,2,40,0.9523809523809523,20,2,3,0,95.26897779999854,21,20,True,True,1,34.44590000071912,16.77870750427246,0.0,18.289566040039062,0.4871031822052022,16.77870750427246,0.0,0.0,0.0,VF2Layout,16.77870750427246,26,solution found,no better solution found,True,True,117,434,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
linear_chain,39,2,2,40,0.9523809523809523,20,2,3,1,95.30561589999706,21,20,True,True,1,32.97710000333609,33.457279205322266,0.0,33.457279205322266,1.0145609893513257,32.75632858276367,0.0,0.0,0.0,VF2Layout,32.75632858276367,26,solution found,no better solution found,True,True,117,434,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,60,3,2,40,0.9523809523809523,20,0,3,0,95.56012099999862,21,20,True,True,1,34.54510000301525,18.973827362060547,0.0,20.91670036315918,0.5492480079781048,0.0,18.973827362060547,0.0,0.0,SabreLayout,18.973827362060547,25,nonexistent solution,no better solution found,True,True,324,238,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
random_regular,60,3,2,40,0.9523809523809523,20,0,3,1,95.59844729999895,21,20,True,True,1,33.5056000003533,22.022724151611328,0.0,22.022724151611328,0.6572848763006516,16.506433486938477,5.516290664672852,0.0,0.0,VF2Layout,16.506433486938477,25,nonexistent solution,no better solution found,True,True,324,238,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
