family,k,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
k_chains,20,20,1,0,42,1.0,21,2,3,0,69.24910850000015,21,21,True,True,0,22.730199998477474,16.408920288085938,0.0,31.356334686279297,0.7218995120669879,1.4698505401611328,0.0,14.939069747924805,0.0,ConsolidateBlocks,14.94741439819336,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,20,20,1,0,42,1.0,21,2,3,1,69.27462039999955,21,21,True,True,0,21.498499998415355,16.88551902770996,0.0,16.88551902770996,0.7854277753775653,16.88551902770996,0.0,0.0,0.0,VF2Layout,16.88551902770996,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,19,19,1,0,42,1.0,21,0,3,0,69.40490080000018,21,21,True,True,0,25.95859999928507,11.304616928100586,0.0,13.820886611938477,0.4354863871091634,11.304616928100586,0.0,0.0,0.0,VF2Layout,11.304616928100586,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,19,19,1,0,42,1.0,21,0,3,1,69.43235239999922,21,21,True,True,0,21.717800002079457,1.556396484375,0.0,16.346454620361328,0.07166455553628713,1.556396484375,0.0,0.0,0.0,ConsolidateBlocks,14.790058135986328,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,19,19,1,0,42,1.0,21,1,3,0,69.53930609999952,21,21,True,True,0,22.47259999785456,19.114017486572266,0.0,21.11053466796875,0.8505476664203103,19.114017486572266,0.0,0.0,0.0,VF2Layout,19.114017486572266,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,19,19,1,0,42,1.0,21,1,3,1,69.56307809999998,21,21,True,True,0,21.254600000247592,12.881278991699219,0.0,16.67952537536621,0.6060466436229882,12.881278991699219,0.0,0.0,0.0,VF2Layout,12.881278991699219,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,19,19,1,0,42,1.0,21,2,3,0,69.66180330000134,21,21,True,True,0,22.44290000089677,15.697956085205078,0.0,15.697956085205078,0.6994620162535956,15.697956085205078,0.0,0.0,0.0,VF2Layout,15.697956085205078,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,19,19,1,0,42,1.0,21,2,3,1,69.68552930000078,21,21,True,True,0,21.774400000140304,15.870809555053711,0.0,15.870809555053711,0.7288747131930821,15.870809555053711,0.0,0.0,0.0,VF2Layout,15.870809555053711,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,18,18,1,0,42,1.0,21,0,3,0,69.78816390000065,21,21,True,True,0,25.493299999652663,15.781164169311523,0.0,21.88420295715332,0.6190318306977337,15.781164169311523,0.0,0.0,0.0,VF2Layout,15.781164169311523,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,18,18,1,0,42,1.0,21,0,3,1,69.81491760000063,21,21,True,True,0,25.72100000179489,9.593009948730469,0.0,25.454998016357422,0.372964112906226,9.593009948730469,0.0,0.0,0.0,CommutativeCancellation,15.861988067626953,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,18,18,1,0,42,1.0,21,1,3,0,69.92276209999909,21,21,True,True,0,24.78999999948428,11.459112167358398,0.0,11.459112167358398,0.46224736456622784,11.459112167358398,0.0,0.0,0.0,VF2Layout,11.459112167358398,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,18,18,1,0,42,1.0,21,1,3,1,69.94877890000134,21,21,True,True,0,26.35980000195559,15.010356903076172,0.0,22.716760635375977,0.5694412287635937,15.010356903076172,0.0,0.0,0.0,VF2Layout,15.010356903076172,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,18,18,1,0,42,1.0,21,2,3,0,70.05067200000121,21,21,True,True,0,26.29989999695681,13.672590255737305,0.0,13.672590255737305,0.5198723286901994,13.672590255737305,0.0,0.0,0.0,VF2Layout,13.672590255737305,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,18,18,1,0,42,1.0,21,2,3,1,70.07819640000162,21,21,True,True,0,28.120200000557816,15.965461730957031,0.0,34.80410575866699,0.5677577588580567,15.965461730957031,0.0,0.0,0.0,CommutativeCancellation,17.24720001220703,26,solution found,no better solution found,True,True,54,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,17,17,1,0,42,1.0,21,0,3,0,70.18242219999956,21,21,True,True,0,33.19790000023204,16.648054122924805,0.0,25.669097900390625,0.5014791334032708,16.648054122924805,0.0,0.0,0.0,VF2Layout,16.648054122924805,26,solution found,no better solution found,True,True,51,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,17,17,1,0,42,1.0,21,0,3,1,70.21679489999951,21,21,True,True,0,35.852799999702256,16.0677433013916,0.0,16.0677433013916,0.448158673842072,16.0677433013916,0.0,0.0,0.0,VF2Layout,16.0677433013916,26,solution found,no better solution found,True,True,51,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,17,17,1,0,42,1.0,21,1,3,0,70.32557599999927,21,21,True,True,0,25.88639999885345,16.055822372436523,0.0,16.055822372436523,0.6202416084564738,16.055822372436523,0.0,0.0,0.0,VF2Layout,16.055822372436523,26,solution found,no better solution found,True,True,51,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,17,17,1,0,42,1.0,21,1,3,1,70.35277610000048,21,21,True,True,0,26.714400002674665,16.516685485839844,0.0,20.627260208129883,0.618269004139572,16.516685485839844,0.0,0.0,0.0,VF2Layout,16.516685485839844,26,solution found,no better solution found,True,True,51,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,17,17,1,0,42,1.0,21,2,3,0,70.453584400002,21,21,True,True,0,29.69669999947655,11.555194854736328,0.0,13.560771942138672,0.38910703394451257,11.555194854736328,0.0,0.0,0.0,VF2Layout,11.555194854736328,26,solution found,no better solution found,True,True,51,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,17,17,1,0,42,1.0,21,2,3,1,70.48444290000043,21,21,True,True,0,25.427600001421524,16.625404357910156,0.0,20.95198631286621,0.6538330144009155,16.625404357910156,0.0,0.0,0.0,VF2Layout,16.625404357910156,26,solution found,no better solution found,True,True,51,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,16,16,1,0,42,1.0,21,0,3,0,70.58654749999914,21,21,True,True,0,28.095999998186016,17.995834350585938,0.0,21.372318267822266,0.6405123274397714,17.995834350585938,0.0,0.0,0.0,VF2Layout,17.995834350585938,26,solution found,no better solution found,True,True,48,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,16,16,1,0,42,1.0,21,0,3,1,70.61574960000144,21,21,True,True,0,29.610000001412118,28.00130844116211,0.0,28.00130844116211,0.9456706666608142,28.00130844116211,0.0,0.0,0.0,VF2Layout,28.00130844116211,26,solution found,no better solution found,True,True,48,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,16,16,1,0,42,1.0,21,1,3,0,70.74820349999936,21,21,True,True,0,28.04889999970328,19.676685333251953,0.0,23.459911346435547,0.701513618482725,19.676685333251953,0.0,0.0,0.0,VF2Layout,19.676685333251953,26,solution found,no better solution found,True,True,48,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,16,16,1,0,42,1.0,21,1,3,1,70.77733850000004,21,21,True,True,0,26.037999999971362,17.528295516967773,0.0,19.58608627319336,0.673181331783818,17.528295516967773,0.0,0.0,0.0,VF2Layout,17.528295516967773,26,solution found,no better solution found,True,True,48,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,16,16,1,0,42,1.0,21,2,3,0,70.8756042999994,21,21,True,True,0,27.05499999865424,17.859697341918945,0.0,21.524906158447266,0.6601255717171435,17.859697341918945,0.0,0.0,0.0,VF2Layout,17.859697341918945,26,solution found,no better solution found,True,True,48,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,16,16,1,0,42,1.0,21,2,3,1,70.90375430000131,21,21,True,True,0,32.35409999979311,23.24533462524414,0.0,23.24533462524414,0.7184664269873923,23.24533462524414,0.0,0.0,0.0,VF2Layout,23.24533462524414,26,solution found,no better solution found,True,True,48,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,15,15,1,0,42,1.0,21,0,3,0,71.0107949000012,21,21,True,True,0,29.459000001224922,19.228458404541016,0.0,22.890567779541016,0.6527193185016967,19.228458404541016,0.0,0.0,0.0,VF2Layout,19.228458404541016,26,solution found,no better solution found,True,True,45,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,15,15,1,0,42,1.0,21,0,3,1,71.0413135000017,21,21,True,True,0,31.016799999633804,17.890214920043945,0.0,25.78878402709961,0.5767911235283835,17.890214920043945,0.0,0.0,0.0,VF2Layout,17.890214920043945,26,solution found,no better solution found,True,True,45,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,15,15,1,0,42,1.0,21,1,3,0,71.1435476000006,21,21,True,True,0,30.68179999900167,31.511783599853516,0.0,31.511783599853516,1.0270513333923972,31.511783599853516,0.0,0.0,0.0,VF2Layout,31.511783599853516,26,solution found,no better solution found,True,True,45,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,15,15,1,0,42,1.0,21,1,3,1,71.17524810000032,21,21,True,True,0,31.192499998724088,31.702280044555664,0.0,31.702280044555664,1.0163430326473488,31.702280044555664,0.0,0.0,0.0,VF2Layout,31.702280044555664,26,solution found,no better solution found,True,True,45,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,15,15,1,0,42,1.0,21,2,3,0,71.28112930000134,21,21,True,True,0,29.526800000894582,15.739202499389648,0.0,31.525135040283203,0.5330480275178073,15.739202499389648,0.0,0.0,0.0,Optimize1qGatesDecomposition,15.785932540893555,26,solution found,no better solution found,True,True,45,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,15,15,1,0,42,1.0,21,2,3,1,71.31170390000261,21,21,True,True,0,28.93440000116243,12.684345245361328,0.0,12.684345245361328,0.4383828676195718,12.684345245361328,0.0,0.0,0.0,VF2Layout,12.684345245361328,26,solution found,no better solution found,True,True,45,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,14,28,2,0,42,1.0,21,0,3,0,74.97179469999901,21,21,True,True,0,3720.108400000754,3699.1097927093506,0.0,3715.4736518859863,0.9943553775767934,3699.1097927093506,0.0,0.0,0.0,VF2Layout,3699.1097927093506,26,solution found,no better solution found,True,True,84,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,14,28,2,0,42,1.0,21,0,3,1,78.693633400002,21,21,True,True,0,5086.236700000882,5083.430051803589,0.0,5083.430051803589,0.9994481876556606,5083.430051803589,0.0,0.0,0.0,VF2Layout,5083.430051803589,26,solution found,no better solution found,True,True,84,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,14,28,2,0,42,1.0,21,1,3,0,90.45868890000202,21,21,True,True,0,6596.9613999986905,6561.866760253906,0.0,6581.044673919678,0.9946801811293315,6561.866760253906,0.0,0.0,0.0,VF2Layout,6561.866760253906,26,solution found,no better solution found,True,True,84,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,14,28,2,0,42,1.0,21,1,3,1,97.06062880000172,21,21,True,True,0,7538.617499998509,7504.843950271606,0.0,7517.2364711761475,0.9955199279275134,7504.843950271606,0.0,0.0,0.0,VF2Layout,7504.843950271606,26,solution found,no better solution found,True,True,84,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,14,28,2,0,42,1.0,21,2,3,0,111.77792740000223,21,21,True,True,0,6716.383300001326,6683.3648681640625,0.0,6693.1469440460205,0.9950838970376725,6683.3648681640625,0.0,0.0,0.0,VF2Layout,6683.3648681640625,26,solution found,no better solution found,True,True,84,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,14,28,2,0,42,1.0,21,2,3,1,118.50307090000206,21,21,True,True,0,7894.565699996747,7850.1622676849365,0.0,7884.767770767212,0.9943754433113619,7850.1622676849365,0.0,0.0,0.0,VF2Layout,7850.1622676849365,26,solution found,no better solution found,True,True,84,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,13,26,2,0,42,1.0,21,0,3,0,126.81440030000158,21,21,True,True,0,78.89809999687714,49.88813400268555,0.0,66.30587577819824,0.6323109682572859,49.88813400268555,0.0,0.0,0.0,VF2Layout,49.88813400268555,26,solution found,no better solution found,True,True,78,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,13,26,2,0,42,1.0,21,0,3,1,126.89962229999946,21,21,True,True,0,79.95329999903333,50.04310607910156,0.0,66.97702407836914,0.625904197571665,50.04310607910156,0.0,0.0,0.0,VF2Layout,50.04310607910156,26,solution found,no better solution found,True,True,78,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,13,26,2,0,42,1.0,21,1,3,0,127.27059980000195,21,21,True,True,0,86.93189999758033,46.658992767333984,0.0,66.03503227233887,0.5367303920497849,46.658992767333984,0.0,0.0,0.0,VF2Layout,46.658992767333984,26,solution found,no better solution found,True,True,78,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,13,26,2,0,42,1.0,21,1,3,1,127.36561359999905,21,21,True,True,0,81.04559999992489,50.0950813293457,0.0,60.59098243713379,0.6181098212536169,50.0950813293457,0.0,0.0,0.0,VF2Layout,50.0950813293457,26,solution found,no better solution found,True,True,78,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,13,26,2,0,42,1.0,21,2,3,0,127.82936410000184,21,21,True,True,0,86.39069999844651,66.54024124145508,0.0,66.54024124145508,0.7702245871679662,66.54024124145508,0.0,0.0,0.0,VF2Layout,66.54024124145508,26,solution found,no better solution found,True,True,78,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,13,26,2,0,42,1.0,21,2,3,1,127.92280559999926,21,21,True,True,0,72.79120000021067,49.61133003234863,0.0,54.25739288330078,0.6815566996038677,49.61133003234863,0.0,0.0,0.0,VF2Layout,49.61133003234863,26,solution found,no better solution found,True,True,78,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,12,24,2,0,42,1.0,21,0,3,0,128.35476720000224,21,21,True,True,0,83.6459999991348,51.36561393737793,0.0,64.0115737915039,0.6140833266134571,51.36561393737793,0.0,0.0,0.0,VF2Layout,51.36561393737793,26,solution found,no better solution found,True,True,72,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,12,24,2,0,42,1.0,21,0,3,1,128.44491750000088,21,21,True,True,0,91.91419999842765,67.83175468444824,0.0,69.84114646911621,0.7379899371980458,67.83175468444824,0.0,0.0,0.0,VF2Layout,67.83175468444824,26,solution found,no better solution found,True,True,72,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,12,24,2,0,42,1.0,21,1,3,0,128.8883934000005,21,21,True,True,0,77.57190000120318,49.92961883544922,0.0,61.75041198730469,0.6436559995910218,49.92961883544922,0.0,0.0,0.0,VF2Layout,49.92961883544922,26,solution found,no better solution found,True,True,72,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,12,24,2,0,42,1.0,21,1,3,1,128.9731756000001,21,21,True,True,0,91.38330000132555,61.66386604309082,0.0,61.66386604309082,0.674782657686868,61.66386604309082,0.0,0.0,0.0,VF2Layout,61.66386604309082,26,solution found,no better solution found,True,True,72,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,12,24,2,0,42,1.0,21,2,3,0,129.46592059999966,21,21,True,True,0,92.21370000159368,50.11868476867676,0.0,82.97419548034668,0.5435058431427281,50.11868476867676,0.0,0.0,0.0,VF2Layout,50.11868476867676,26,solution found,no better solution found,True,True,72,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,12,24,2,0,42,1.0,21,2,3,1,129.56567619999987,21,21,True,True,0,89.15929999784566,69.68545913696289,0.0,69.68545913696289,0.7815837398751077,69.68545913696289,0.0,0.0,0.0,VF2Layout,69.68545913696289,26,solution found,no better solution found,True,True,72,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,11,22,2,0,42,1.0,21,0,3,0,130.0494839999992,21,21,True,True,0,108.07800000111456,81.91204071044922,0.0,98.86312484741211,0.7578974510039462,66.9102668762207,0.0,15.001773834228516,0.0,VF2Layout,66.9102668762207,26,solution found,no better solution found,True,True,66,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,11,22,2,0,42,1.0,21,0,3,1,130.16086229999928,21,21,True,True,0,96.25789999699919,71.37179374694824,0.0,81.97259902954102,0.7414642720147981,71.37179374694824,0.0,0.0,0.0,VF2Layout,71.37179374694824,26,solution found,no better solution found,True,True,66,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
k_chains,11,22,2,0,42,1.0,21,1,3,0,130.62202830000024,21,21,True,True,0,86.21380000113277,57.074785232543945,0.0,68.2370662689209,0.6620144945680858,57.074785232543945,0.0,0.0,0.0,VF2Layout,57.074785232543945,26,solution found,no better solution found,True,True,66,27,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
