spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
0,42,1.0,21,1,3,1,61.013153500000044,21,21,True,True,0,15583.90910000162,15562.535524368286,0.0,15562.535524368286,0.9986284843234018,8850.194215774536,0.0,6712.34130859375,0.0,VF2Layout,8850.194215774536,25,nonexistent solution,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,1,3,2,76.59841500000039,21,21,True,True,0,6437.292700000398,6439.716339111328,0.0,6442.3699378967285,1.0003764997529054,3223.9632606506348,0.0,3215.7530784606934,0.0,VF2Layout,3223.9632606506348,25,nonexistent solution,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,2,1,0,83.12534239999877,21,21,True,True,0,32.00230000220472,11.535882949829102,0.0,26.99732780456543,0.36047043334492723,4.766941070556641,1.7457008361816406,5.02324104309082,0.0,BasisTranslator,8.484601974487305,19,nonexistent solution,1266,728,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,2,1,1,83.18749869999738,21,21,True,True,0,39.11580000203685,12.364864349365234,0.0,29.422998428344727,0.31610920264244546,5.364894866943359,1.985788345336914,5.014181137084961,0.0,BasisTranslator,9.057998657226562,19,nonexistent solution,1266,728,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,2,1,2,83.2608373999974,21,21,True,True,0,37.08829999959562,15.825986862182617,0.0,31.70466423034668,0.4267110345406819,8.727550506591797,0.0,7.09843635559082,0.0,Optimize1qGatesDecomposition,15.878677368164062,19,nonexistent solution,1266,728,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,2,3,0,96.53992509999807,21,21,True,True,0,21818.04320000083,21775.087356567383,0.0,21796.274662017822,0.998031178000718,10814.011096954346,0.0,10961.076259613037,0.0,VF2PostLayout,10961.076259613037,25,nonexistent solution,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,2,3,1,118.36528759999783,21,21,True,True,0,21868.923000001814,21829.122304916382,0.0,21832.891702651978,0.9981800340562985,11407.732963562012,15.95163345336914,10405.437707901001,0.0,VF2Layout,11407.732963562012,25,nonexistent solution,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
0,42,1.0,21,2,3,2,140.23804910000035,21,21,True,True,0,22457.156100001157,22413.445949554443,0.0,22436.105966567993,0.9980536204026871,11103.038549423218,1.7511844635009766,11308.656215667725,0.0,VF2PostLayout,11308.656215667725,25,nonexistent solution,63,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,0,1,0,163.04891339999813,21,20,True,True,1,78.66219999777968,0.0,0.0,63.757896423339844,0.0,0.0,0.0,0.0,0.0,BasisTranslator,31.766653060913086,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,0,1,1,163.25764889999846,21,20,True,True,1,76.9070999995165,0.0,0.0,61.5079402923584,0.0,0.0,0.0,0.0,0.0,BasisTranslator,29.660940170288086,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,0,1,2,163.46080189999702,21,20,True,True,1,52.38199999803328,0.0,0.0,37.84823417663574,0.0,0.0,0.0,0.0,0.0,BasisTranslator,16.001462936401367,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,0,3,0,163.71413140000004,21,20,True,True,1,84.98609999878681,63.60983848571777,0.0,63.60983848571777,0.7484734384402368,47.93834686279297,0.0,0.0,0.0,VF2Layout,47.93834686279297,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,0,3,1,163.80623819999892,21,20,True,True,1,83.10630000050878,34.68894958496094,0.0,63.690900802612305,0.4174045720330296,34.68894958496094,0.0,0.0,0.0,VF2Layout,34.68894958496094,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,0,3,2,163.89526679999835,21,20,True,True,1,84.62359999975888,52.9630184173584,0.0,54.98361587524414,0.6258658154168495,52.9630184173584,0.0,0.0,0.0,VF2Layout,52.9630184173584,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,1,1,0,164.3482968999997,21,20,True,True,1,89.56180000313907,0.0,0.0,63.22431564331055,0.0,0.0,0.0,0.0,0.0,BasisTranslator,47.56498336791992,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,1,1,1,164.577196299997,21,20,True,True,1,84.64399999866146,0.0,0.0,61.46812438964844,0.0,0.0,0.0,0.0,0.0,BasisTranslator,30.027389526367188,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,1,1,2,164.80666149999888,21,20,True,True,1,64.03639999916777,3.000497817993164,0.0,48.43854904174805,0.04685612898339318,1.0001659393310547,0.0,0.0,0.0,BasisTranslator,27.508258819580078,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,1,3,0,165.03933049999978,21,20,True,True,1,64.53010000041104,43.93291473388672,0.0,49.317121505737305,0.6808127483702471,42.9227352142334,0.0,1.0101795196533203,0.0,VF2Layout,42.9227352142334,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,1,3,1,165.11068220000016,21,20,True,True,1,80.6988000003912,47.97482490539551,0.0,48.97356033325195,0.5944924200256131,47.97482490539551,0.0,0.0,0.0,VF2Layout,47.97482490539551,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,1,3,2,165.19846499999767,21,20,True,True,1,68.32460000077845,47.57881164550781,0.0,47.57881164550781,0.696364291118656,47.57881164550781,0.0,0.0,0.0,VF2Layout,47.57881164550781,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,2,1,0,165.56195749999824,21,20,True,True,1,89.89929999734159,0.0,0.0,69.76914405822754,0.0,0.0,0.0,0.0,0.0,BasisTranslator,49.948930740356445,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,2,1,1,165.77817719999803,21,20,True,True,1,58.29980000271462,0.0,0.0,44.554710388183594,0.0,0.0,0.0,0.0,0.0,BasisTranslator,34.00135040283203,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,2,1,2,165.9393987000003,21,20,True,True,1,66.6547000000719,1.7795562744140625,0.0,49.04603958129883,0.02669813643167163,1.7795562744140625,0.0,0.0,0.0,BasisTranslator,28.548240661621094,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,2,3,0,166.21069779999743,21,20,True,True,1,81.0258999990765,48.56419563293457,0.0,63.51494789123535,0.5993663215525911,48.56419563293457,0.0,0.0,0.0,VF2Layout,48.56419563293457,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,2,3,1,166.29879589999837,21,20,True,True,1,74.71599999917089,44.86966133117676,0.0,51.37777328491211,0.6005361814293414,43.86544227600098,0.0,0.0,0.0,VF2Layout,43.86544227600098,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
1,41,0.9761904761904762,20,2,3,2,166.37711819999822,21,20,True,True,1,61.238300000695745,30.802011489868164,0.0,49.9415397644043,0.5029860641056041,30.802011489868164,0.0,0.0,0.0,VF2Layout,30.802011489868164,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,0,1,0,166.727464399999,21,20,True,True,1,66.19099999807077,0.0,0.0,43.0448055267334,0.0,0.0,0.0,0.0,0.0,BasisTranslator,24.041414260864258,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,0,1,1,166.91774879999866,21,20,True,True,1,62.11789999724715,1.361846923828125,0.0,42.29235649108887,0.021923582798009548,1.0428428649902344,0.0,0.0,0.0,BasisTranslator,23.8802433013916,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,0,1,2,167.0689988999984,21,20,True,True,1,53.03060000005644,1.5406608581542969,0.0,38.85841369628906,0.029052299203717425,0.9949207305908203,0.0,0.0,0.0,BasisTranslator,18.63884925842285,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,0,3,0,167.22812639999756,21,20,True,True,1,57.277699997939635,33.35976600646973,0.0,40.279388427734375,0.5824215359148451,32.35936164855957,0.0,1.0004043579101562,0.0,VF2Layout,32.35936164855957,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,0,3,1,167.29114069999923,21,20,True,True,1,49.963199999183416,25.957345962524414,0.0,34.11293029785156,0.5195292928184875,25.957345962524414,0.0,0.0,0.0,VF2Layout,25.957345962524414,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,0,3,2,167.34360089999973,21,20,True,True,1,51.74369999804185,26.00717544555664,0.0,26.00717544555664,0.502615302858915,26.00717544555664,0.0,0.0,0.0,VF2Layout,26.00717544555664,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,1,1,0,167.67936669999835,21,20,True,True,1,49.483900002087466,0.0,0.0,33.09297561645508,0.0,0.0,0.0,0.0,0.0,BasisTranslator,21.368980407714844,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,1,1,1,167.78987570000027,21,20,True,True,1,48.429300000861986,0.0,0.0,31.59475326538086,0.0,0.0,0.0,0.0,0.0,InverseCancellation,15.811681747436523,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,1,1,2,167.96133469999768,21,20,True,True,1,77.57639999908861,2.000093460083008,0.0,51.334381103515625,0.02578224125000007,2.000093460083008,0.0,0.0,0.0,BasisTranslator,30.996322631835938,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,1,3,0,168.26132139999754,21,20,True,True,1,80.63359999869135,46.03075981140137,0.0,58.770179748535156,0.5708632606276841,46.03075981140137,0.0,0.0,0.0,VF2Layout,46.03075981140137,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,1,3,1,168.3465671999984,21,20,True,True,1,65.25119999787421,32.7913761138916,0.0,41.23997688293457,0.5025405833909552,32.7913761138916,0.0,0.0,0.0,VF2Layout,32.7913761138916,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,1,3,2,168.4151485000002,21,20,True,True,1,72.70019999850774,48.07877540588379,0.0,49.07846450805664,0.6613293416919165,47.090768814086914,0.0,0.0,0.0,VF2Layout,47.090768814086914,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,2,1,0,168.83472289999918,21,20,True,True,1,82.45919999899343,2.0172595977783203,0.0,60.32419204711914,0.024463729914951212,1.0135173797607422,0.0,0.0,0.0,BasisTranslator,31.800031661987305,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,2,1,1,169.01220119999925,21,20,True,True,1,59.009699998568976,1.4994144439697266,0.0,34.73615646362305,0.025409626620811296,1.0666847229003906,0.0,0.0,0.0,BasisTranslator,16.23082160949707,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,2,1,2,169.19830209999782,21,20,True,True,1,68.38390000120853,1.592397689819336,0.0,40.78030586242676,0.02328614907589643,1.592397689819336,0.0,0.0,0.0,BasisTranslator,29.88123893737793,19,solution found,1200,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,2,3,0,169.45322589999705,21,20,True,True,1,74.53000000168686,47.553300857543945,0.0,47.553300857543945,0.6380424105255288,47.553300857543945,0.0,0.0,0.0,VF2Layout,47.553300857543945,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,2,3,1,169.53399379999973,21,20,True,True,1,81.5361999993911,48.6302375793457,0.0,71.1219310760498,0.5964251164477725,47.63174057006836,0.0,0.0,0.0,VF2Layout,47.63174057006836,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,2,3,2,169.61779190000016,21,20,True,True,1,57.89250000088941,34.66796875,0.0,34.66796875,0.5988335060580798,34.66796875,0.0,0.0,0.0,VF2Layout,34.66796875,26,solution found,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,0,1,0,169.92584059999717,21,19,True,True,2,56.37120000028517,2.0051002502441406,0.0,41.79072380065918,0.035569586069375804,1.0061264038085938,0.0,0.0,0.0,BasisTranslator,25.141000747680664,19,solution found,1140,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,0,1,1,170.05584329999692,21,19,True,True,2,47.449699999560835,1.0137557983398438,0.0,35.34197807312012,0.021364851587032718,1.0137557983398438,0.0,0.0,0.0,BasisTranslator,18.03135871887207,19,solution found,1140,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,0,1,2,170.17242289999922,21,19,True,True,2,45.291700000234414,1.0082721710205078,0.0,35.5067253112793,0.02226174268166771,1.0082721710205078,0.0,0.0,0.0,BasisTranslator,20.367145538330078,19,solution found,1140,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,0,3,0,170.32276659999843,21,19,True,True,2,67.72040000214474,48.871517181396484,0.0,48.871517181396484,0.7216661032694535,48.871517181396484,0.0,0.0,0.0,VF2Layout,48.871517181396484,26,solution found,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,0,3,1,170.3964496999979,21,19,True,True,2,69.51669999762089,47.66082763671875,0.0,47.66082763671875,0.6856025622382805,47.66082763671875,0.0,0.0,0.0,VF2Layout,47.66082763671875,26,solution found,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,0,3,2,170.47186539999893,21,19,True,True,2,65.3124000018579,36.8189811706543,0.0,36.8189811706543,0.5637364599923894,36.8189811706543,0.0,0.0,0.0,VF2Layout,36.8189811706543,26,solution found,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,1,1,0,170.83667589999823,21,19,True,True,2,55.358800000249175,0.0,0.0,47.94788360595703,0.0,0.0,0.0,0.0,0.0,BasisTranslator,29.989004135131836,19,solution found,1140,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,1,1,1,170.98409799999718,21,19,True,True,2,52.82249999800115,1.1565685272216797,0.0,36.49735450744629,0.021895376539645895,1.1565685272216797,0.0,0.0,0.0,BasisTranslator,23.0405330657959,19,solution found,1140,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,1,1,2,171.1250493999978,21,19,True,True,2,66.80620000042836,0.0,0.0,50.09865760803223,0.0,0.0,0.0,0.0,0.0,BasisTranslator,26.047229766845703,19,solution found,1140,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,1,3,0,171.34138569999777,21,19,True,True,2,58.86630000168225,33.61845016479492,0.0,49.9119758605957,0.5710984071333546,33.61845016479492,0.0,0.0,0.0,VF2Layout,33.61845016479492,26,solution found,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,1,3,1,171.40476139999737,21,19,True,True,2,63.64009999742848,43.40410232543945,0.0,45.41635513305664,0.6820244205649157,43.40410232543945,0.0,0.0,0.0,VF2Layout,43.40410232543945,26,solution found,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,1,3,2,171.47254979999707,21,19,True,True,2,64.37589999768534,49.3922233581543,0.0,49.3922233581543,0.7672471120392913,49.3922233581543,0.0,0.0,0.0,VF2Layout,49.3922233581543,26,solution found,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,2,1,0,171.8384406999976,21,19,True,True,2,64.37250000089989,0.0,0.0,50.148725509643555,0.0,0.0,0.0,0.0,0.0,BasisTranslator,33.81824493408203,19,solution found,1140,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,2,1,1,172.0197533999999,21,19,True,True,2,63.688999998703366,0.0,0.0,49.90696907043457,0.0,0.0,0.0,0.0,0.0,BasisTranslator,33.74338150024414,19,solution found,1140,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,2,1,2,172.19158989999778,21,19,True,True,2,68.07660000049509,0.0,0.0,49.825429916381836,0.0,0.0,0.0,0.0,0.0,BasisTranslator,19.31929588317871,19,solution found,1140,365,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
3,39,0.9285714285714286,19,2,3,0,172.42684269999882,21,19,True,True,2,64.58019999990938,33.96439552307129,0.0,49.956560134887695,0.525925833662933,33.96439552307129,0.0,0.0,0.0,VF2Layout,33.96439552307129,26,solution found,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
