spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
2,40,0.9523809523809523,20,1,3,0,65.72457329999997,21,20,True,True,1,21.781100000225706,3.000020980834961,0.0,4.987955093383789,0.1377350538220693,3.000020980834961,0.0,0.0,0.0,VF2Layout,3.000020980834961,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,1,3,1,65.74774240000079,21,20,True,True,1,21.587899998849025,0.0,0.0,16.09349250793457,0.0,0.0,0.0,0.0,0.0,TwoQubitPeepholeOptimization,16.09349250793457,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,2,3,0,65.84708019999925,21,20,True,True,1,20.09640000142099,0.0,0.0,16.06464385986328,0.0,0.0,0.0,0.0,0.0,BasisTranslator,16.06464385986328,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
2,40,0.9523809523809523,20,2,3,1,65.8685471000008,21,20,True,True,1,20.966699999917182,15.890359878540039,0.0,15.890359878540039,0.7578855937559466,15.890359878540039,0.0,0.0,0.0,VF2Layout,15.890359878540039,26,solution found,no better solution found,True,True,60,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
4,38,0.9047619047619048,19,0,3,0,65.96685559999969,21,19,True,True,2,21.4440999989165,15.679359436035156,0.0,15.679359436035156,0.7311735832619407,15.679359436035156,0.0,0.0,0.0,VF2Layout,15.679359436035156,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
4,38,0.9047619047619048,19,0,3,1,65.98983620000035,21,19,True,True,2,23.79110000038054,4.659891128540039,0.0,4.659891128540039,0.19586698927184973,4.659891128540039,0.0,0.0,0.0,VF2Layout,4.659891128540039,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
4,38,0.9047619047619048,19,1,3,0,66.0899270000009,21,19,True,True,2,21.617200000036974,13.149499893188477,0.0,16.052722930908203,0.6082887651113922,13.149499893188477,0.0,0.0,0.0,VF2Layout,13.149499893188477,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
4,38,0.9047619047619048,19,1,3,1,66.1128461999997,21,19,True,True,2,23.616099999344442,15.692949295043945,0.0,15.692949295043945,0.6645021530006887,15.692949295043945,0.0,0.0,0.0,VF2Layout,15.692949295043945,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
4,38,0.9047619047619048,19,2,3,0,66.21382169999924,21,19,True,True,2,22.851100000480074,15.684843063354492,0.0,15.684843063354492,0.6863933492490503,15.684843063354492,0.0,0.0,0.0,VF2Layout,15.684843063354492,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
4,38,0.9047619047619048,19,2,3,1,66.23797860000013,21,19,True,True,2,25.58120000139752,16.09182357788086,0.0,16.09182357788086,0.6290488162010286,16.09182357788086,0.0,0.0,0.0,VF2Layout,16.09182357788086,26,solution found,no better solution found,True,True,57,16,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",Windows-10-10.0.26100-SP0,3.11.9,2.5.2,6,7,42,20,42
